cuid,city,type,province,population
1007013,Clarenville,Town,Newfoundland and Labrador,6291
1001409,Bay Roberts,Town,Newfoundland and Labrador,6012
1002024,Marystown,Town,Newfoundland and Labrador,5316
1005004,Deer Lake,Town,Newfoundland and Labrador,5249
1001370,Carbonear,Town,Newfoundland and Labrador,4858
1003034,Channel-Port aux Basques,Town,Newfoundland and Labrador,4067
1005012,Pasadena,Town,Newfoundland and Labrador,3620
1001240,Placentia,Town,Newfoundland and Labrador,3496
1007023,Bonavista,Town,Newfoundland and Labrador,3448
1008044,Lewisporte,Town,Newfoundland and Labrador,3409
1006019,Bishop's Falls,Town,Newfoundland and Labrador,3156
1008008,"Division No.  8, Subd. L",Subdivision of unorganized,Newfoundland and Labrador,3060
1001379,Harbour Grace,Town,Newfoundland and Labrador,2995
1008061,Springdale,Town,Newfoundland and Labrador,2971
1001304,"Division No.  1, Subd. E",Subdivision of unorganized,Newfoundland and Labrador,2943
1006022,Botwood,Town,Newfoundland and Labrador,2875
1001396,Spaniard's Bay,Town,Newfoundland and Labrador,2653
1007031,"Division No.  7, Subd. E",Subdivision of unorganized,Newfoundland and Labrador,2644
1009021,"Division No.  9, Subd. C",Subdivision of unorganized,Newfoundland and Labrador,2529
1001472,Holyrood,Town,Newfoundland and Labrador,2463
1002005,Burin,Town,Newfoundland and Labrador,2315
1002019,Grand Bank,Town,Newfoundland and Labrador,2310
1009029,St. Anthony,Town,Newfoundland and Labrador,2258
1008099,Fogo Island,Town,Newfoundland and Labrador,2244
1001511,Logy Bay-Middle Cove-Outer Cove,Town,Newfoundland and Labrador,2221
1008035,Twillingate,Town,Newfoundland and Labrador,2196
1007060,New-Wes-Valley,Town,Newfoundland and Labrador,2172
1001494,Wabana,Town,Newfoundland and Labrador,2146
1007044,Glovertown,Town,Newfoundland and Labrador,2083
1001505,Pouch Cove,Town,Newfoundland and Labrador,2069
1004020,Kippens,Town,Newfoundland and Labrador,2008
1007047,Gambo,Town,Newfoundland and Labrador,1978
1007001,"Division No.  7, Subd. M",Subdivision of unorganized,Newfoundland and Labrador,1966
1004022,"Division No.  4, Subd. E",Subdivision of unorganized,Newfoundland and Labrador,1957
1010034,Wabush,Town,Newfoundland and Labrador,1906
1008031,"Division No.  8, Subd. H",Subdivision of unorganized,Newfoundland and Labrador,1900
1001339,"Division No.  1, Subd. G",Subdivision of unorganized,Newfoundland and Labrador,1866
1007022,Trinity Bay North,Town,Newfoundland and Labrador,1819
1001365,Victoria,Town,Newfoundland and Labrador,1800
1004018,Stephenville Crossing,Town,Newfoundland and Labrador,1719
1004001,"Division No.  4, Subd. A",Subdivision of unorganized,Newfoundland and Labrador,1700
1001507,Flatrock,Town,Newfoundland and Labrador,1683
1003008,Harbour Breton,Town,Newfoundland and Labrador,1634
1005017,Massey Drive,Town,Newfoundland and Labrador,1632
1001124,"Division No.  1, Subd. U",Subdivision of unorganized,Newfoundland and Labrador,1625
1001559,Witless Bay,Town,Newfoundland and Labrador,1619
1005020,Humber Arm South,Town,Newfoundland and Labrador,1599
1001385,Upper Island Cove,Town,Newfoundland and Labrador,1561
1001429,Clarke's Beach,Town,Newfoundland and Labrador,1558
1001557,Bay Bulls,Town,Newfoundland and Labrador,1500
1005030,Irishtown-Summerside,Town,Newfoundland and Labrador,1418
1002018,Fortune,Town,Newfoundland and Labrador,1401
1008079,Baie Verte,Town,Newfoundland and Labrador,1313
1003028,Burgeo,Town,Newfoundland and Labrador,1307
1007009,"Division No.  7, Subd. K",Subdivision of unorganized,Newfoundland and Labrador,1275
1007006,"Division No.  7, Subd. L",Subdivision of unorganized,Newfoundland and Labrador,1232
1004013,St. George's,Town,Newfoundland and Labrador,1203
1002008,St. Lawrence,Town,Newfoundland and Labrador,1192
1003019,St. Alban's,Town,Newfoundland and Labrador,1186
1004006,"Division No.  4, Subd. B",Subdivision of unorganized,Newfoundland and Labrador,1174
1007050,Centreville-Wareham-Trinity,Town,Newfoundland and Labrador,1147
1011035,Nain,Town,Newfoundland and Labrador,1125
1001293,"Division No.  1, Subd. Y",Subdivision of unorganized,Newfoundland and Labrador,1118
1001421,"Division No.  1, Subd. M",Subdivision of unorganized,Newfoundland and Labrador,1073
1001469,Harbour Main-Chapel's Cove-Lakeview,Town,Newfoundland and Labrador,1067
1010802,Sheshatshiu 3,Indian reserve,Newfoundland and Labrador,1023
1009007,Roddickton-Bide Arm,Town,Newfoundland and Labrador,999
1008006,Musgrave Harbour,Town,Newfoundland and Labrador,990
1008054,Triton,Town,Newfoundland and Labrador,983
1007049,Hare Bay,Town,Newfoundland and Labrador,969
1001551,Petty Harbour-Maddox Cove,Town,Newfoundland and Labrador,960
1003801,Samiajij Miawpukek,Indian reserve,Newfoundland and Labrador,956
1001270,Arnold's Cove,Town,Newfoundland and Labrador,949
1009013,Rocky Harbour,Town,Newfoundland and Labrador,947
1010801,Natuashish  2,Indian reserve,Newfoundland and Labrador,936
1008042,"Division No.  8, Subd. F",Subdivision of unorganized,Newfoundland and Labrador,930
1001415,"Division No.  1, Subd. L",Subdivision of unorganized,Newfoundland and Labrador,928
1008033,Summerford,Town,Newfoundland and Labrador,906
1001298,Whitbourne,Town,Newfoundland and Labrador,890
1008076,LaScie,Town,Newfoundland and Labrador,872
1004016,"Division No.  4, Subd. D",Subdivision of unorganized,Newfoundland and Labrador,860
1004033,Cape St. George,Town,Newfoundland and Labrador,853
1007028,"Division No.  7, Subd. F",Subdivision of unorganized,Newfoundland and Labrador,846
1006021,Peterview,Town,Newfoundland and Labrador,828
1005010,"Division No.  5, Subd. F",Subdivision of unorganized,Newfoundland and Labrador,823
1008060,Robert's Arm,Town,Newfoundland and Labrador,805
1009022,Port au Choix,Town,Newfoundland and Labrador,789
1006012,Glenwood,Town,Newfoundland and Labrador,778
1003018,Milltown-Head of Bay d'Espoir,Town,Newfoundland and Labrador,749
1004011,"Division No.  4, Subd. C",Subdivision of unorganized,Newfoundland and Labrador,747
1005033,Mount Moriah,Town,Newfoundland and Labrador,746
1001437,Cupids,Town,Newfoundland and Labrador,743
1008011,Carmanville,Town,Newfoundland and Labrador,740
1006003,Norris Arm,Town,Newfoundland and Labrador,737
1001259,"Division No.  1, Subd. A",Subdivision of unorganized,Newfoundland and Labrador,731
1001446,Brigus,Town,Newfoundland and Labrador,723
1003031,"Division No.  3, Subd. H",Subdivision of unorganized,Newfoundland and Labrador,707
1010029,"Division No. 10, Subd. D",Subdivision of unorganized,Newfoundland and Labrador,705
1006026,Badger,Town,Newfoundland and Labrador,704
1008043,Embree,Town,Newfoundland and Labrador,701
1005023,Cox's Cove,Town,Newfoundland and Labrador,688
1001461,Conception Harbour,Town,Newfoundland and Labrador,685
1006001,"Division No.  6, Subd. D",Subdivision of unorganized,Newfoundland and Labrador,682
1006014,"Division No.  6, Subd. C",Subdivision of unorganized,Newfoundland and Labrador,681
1001361,Salmon Cove,Town,Newfoundland and Labrador,680
1001312,Heart's Delight-Islington,Town,Newfoundland and Labrador,674
1009019,Port Saunders,Town,Newfoundland and Labrador,674
1009012,Norris Point,Town,Newfoundland and Labrador,670
1001285,Norman's Cove-Long Cove,Town,Newfoundland and Labrador,666
1003032,Isle aux Morts,Town,Newfoundland and Labrador,664
1001452,"Division No.  1, Subd. O",Subdivision of unorganized,Newfoundland and Labrador,663
1007057,Dover,Town,Newfoundland and Labrador,662
1008069,King's Point,Town,Newfoundland and Labrador,659
1001456,Colliers,Town,Newfoundland and Labrador,654
1001434,South River,Town,Newfoundland and Labrador,647
1009031,"Division No.  9, Subd. D",Subdivision of unorganized,Newfoundland and Labrador,643
1006031,Buchans,Town,Newfoundland and Labrador,642
1001464,Avondale,Town,Newfoundland and Labrador,641
1001343,Old Perlican,Town,Newfoundland and Labrador,633
1005025,Meadows,Town,Newfoundland and Labrador,626
1002011,Lawn,Town,Newfoundland and Labrador,624
1003033,Burnt Islands,Town,Newfoundland and Labrador,622
1009032,St. Lunaire-Griquet,Town,Newfoundland and Labrador,604
1007036,Port Blandford,Town,Newfoundland and Labrador,601
1005014,Cormack,Town,Newfoundland and Labrador,597
1008049,Point Leamington,Town,Newfoundland and Labrador,591
1003003,St. Jacques-Coomb's Cove,Town,Newfoundland and Labrador,588
1004021,Port au Port East,Town,Newfoundland and Labrador,579
1006011,Appleton,Town,Newfoundland and Labrador,574
1011030,Hopedale,Town,Newfoundland and Labrador,574
1001426,North River,Town,Newfoundland and Labrador,570
1002021,Garnish,Town,Newfoundland and Labrador,568
1002031,"Division No.  2, Subd. C",Subdivision of unorganized,Newfoundland and Labrador,566
1007032,Musgravetown,Town,Newfoundland and Labrador,564
1002048,"Division No.  2, Subd. K",Subdivision of unorganized,Newfoundland and Labrador,558
1010002,L'Anse au Loup,Town,Newfoundland and Labrador,558
1009010,Trout River,Town,Newfoundland and Labrador,552
1008038,Birchy Bay,Town,Newfoundland and Labrador,550
1001321,"Division No.  1, Subd. F",Subdivision of unorganized,Newfoundland and Labrador,548
1008046,"Division No.  8, Subd. E",Subdivision of unorganized,Newfoundland and Labrador,548
1010020,"Division No. 10, Subd. C",Subdivision of unorganized,Newfoundland and Labrador,548
1010022,North West River,Town,Newfoundland and Labrador,547
1002002,Lewin's Cove,Town,Newfoundland and Labrador,544
1005022,McIvers,Town,Newfoundland and Labrador,538
1009004,Englee,Town,Newfoundland and Labrador,527
1005024,Lark Harbour,Town,Newfoundland and Labrador,522
1001203,"Division No.  1, Subd. X",Subdivision of unorganized,Newfoundland and Labrador,513
1005009,Reidville,Town,Newfoundland and Labrador,509
1007042,Eastport,Town,Newfoundland and Labrador,501
1008004,Lumsden,Town,Newfoundland and Labrador,501
1001126,Cape Broyle,Town,Newfoundland and Labrador,489
1002036,Terrenceville,Town,Newfoundland and Labrador,482
1008059,South Brook,Town,Newfoundland and Labrador,482
1001113,Trepassey,Town,Newfoundland and Labrador,481
1008072,Middle Arm,Town,Newfoundland and Labrador,474
1005003,"Division No.  5, Subd. G",Subdivision of unorganized,Newfoundland and Labrador,468
1004037,Lourdes,Town,Newfoundland and Labrador,465
1007014,"Division No.  7, Subd. J",Subdivision of unorganized,Newfoundland and Labrador,459
1001289,Chapel Arm,Town,Newfoundland and Labrador,457
1001512,Bauline,Town,Newfoundland and Labrador,452
1008037,Campbellton,Town,Newfoundland and Labrador,452
1001332,Winterton,Town,Newfoundland and Labrador,450
1004042,Port au Port West-Aguathuna-Felix Cove,Town,Newfoundland and Labrador,449
1003026,Ramea,Town,Newfoundland and Labrador,447
1005011,Steady Brook,Town,Newfoundland and Labrador,444
1008058,"Division No.  8, Subd. C",Subdivision of unorganized,Newfoundland and Labrador,440
1001155,"Division No.  1, Subd. W",Subdivision of unorganized,Newfoundland and Labrador,435
1002041,St. Bernard's-Jacques Fontaine,Town,Newfoundland and Labrador,433
1008036,"Division No.  8, Subd. G",Subdivision of unorganized,Newfoundland and Labrador,433
1005008,Hampden,Town,Newfoundland and Labrador,429
1009016,Cow Head,Town,Newfoundland and Labrador,428
1010012,"Cartwright, Labrador",Town,Newfoundland and Labrador,427
1006015,Northern Arm,Town,Newfoundland and Labrador,426
1003011,Hermitage-Sandyville,Town,Newfoundland and Labrador,422
1001149,Ferryland,Town,Newfoundland and Labrador,414
1010009,Port Hope Simpson,Town,Newfoundland and Labrador,412
1005015,Gillams,Town,Newfoundland and Labrador,410
1010005,Forteau,Town,Newfoundland and Labrador,409
1008039,Comfort Cove-Newstead,Town,Newfoundland and Labrador,407
1001277,Sunnyside,Town,Newfoundland and Labrador,396
1001375,Bryant's Cove,Town,Newfoundland and Labrador,395
1003045,Rose Blanche-Harbour le Cou,Town,Newfoundland and Labrador,394
1001347,Bay de Verde,Town,Newfoundland and Labrador,392
1001357,"Division No.  1, Subd. H",Subdivision of unorganized,Newfoundland and Labrador,390
1002023,Winterland,Town,Newfoundland and Labrador,390
1001352,Small Point-Adam's Cove-Blackhead-Broad Cove,Town,Newfoundland and Labrador,387
1011020,Makkovik,Town,Newfoundland and Labrador,377
1003004,Belleoram,Town,Newfoundland and Labrador,374
1001308,Whiteway,Town,Newfoundland and Labrador,373
1001441,"Division No.  1, Subd. N",Subdivision of unorganized,Newfoundland and Labrador,372
1001267,Southern Harbour,Town,Newfoundland and Labrador,369
1010008,"Division No. 10, Subd. B",Subdivision of unorganized,Newfoundland and Labrador,369
1001234,"Division No.  1, Subd. B",Subdivision of unorganized,Newfoundland and Labrador,360
1001197,Mount Carmel-Mitchells Brook-St. Catherine's,Town,Newfoundland and Labrador,349
1001178,St. Mary's,Town,Newfoundland and Labrador,347
1009017,Parson's Pond,Town,Newfoundland and Labrador,345
1005035,York Harbour,Town,Newfoundland and Labrador,344
1007024,"Division No.  7, Subd. G",Subdivision of unorganized,Newfoundland and Labrador,343
1010011,Mary's Harbour,Town,Newfoundland and Labrador,341
1001325,Heart's Content,Town,Newfoundland and Labrador,340
1007016,Port Rexton,Town,Newfoundland and Labrador,340
1008065,"Division No.  8, Subd. P",Subdivision of unorganized,Newfoundland and Labrador,337
1001335,Hant's Harbour,Town,Newfoundland and Labrador,329
1001136,Fermeuse,Town,Newfoundland and Labrador,325
1001490,"Division No.  1, Subd. R",Subdivision of unorganized,Newfoundland and Labrador,322
1008095,Ming's Bight,Town,Newfoundland and Labrador,319
1008074,"Division No.  8, Subd. A",Subdivision of unorganized,Newfoundland and Labrador,317
1009018,Hawke's Bay,Town,Newfoundland and Labrador,315
1008071,Burlington,Town,Newfoundland and Labrador,314
1009023,Anchor Point,Town,Newfoundland and Labrador,314
1001169,St. Vincent's-St. Stephen's-Peter's River,Town,Newfoundland and Labrador,313
1008067,"Division No.  8, Subd. O",Subdivision of unorganized,Newfoundland and Labrador,309
1007020,Elliston,Town,Newfoundland and Labrador,308
1011010,Rigolet,Town,Newfoundland and Labrador,305
1008091,Seal Cove (White Bay),Town,Newfoundland and Labrador,303
1001131,Renews-Cappahayden,Town,Newfoundland and Labrador,301
1001374,"Division No.  1, Subd. I",Subdivision of unorganized,Newfoundland and Labrador,299
1002025,Fox Cove-Mortier,Town,Newfoundland and Labrador,295
1008053,Pilley's Island,Town,Newfoundland and Labrador,294
1008048,Leading Tickles,Town,Newfoundland and Labrador,292
1010013,Charlottetown (Labrador),Town,Newfoundland and Labrador,290
1001394,Bishop's Cove,Town,Newfoundland and Labrador,287
1005005,Jackson's Arm,Town,Newfoundland and Labrador,284
1009011,"Woody Point, Bonne Bay",Town,Newfoundland and Labrador,282
1008045,Little Burnt Bay,Town,Newfoundland and Labrador,281
1005001,"Division No.  5, Subd. A",Subdivision of unorganized,Newfoundland and Labrador,276
1005016,"Division No.  5, Subd. C",Subdivision of unorganized,Newfoundland and Labrador,276
1008032,Cottlesville,Town,Newfoundland and Labrador,271
1009024,Flower's Cove,Town,Newfoundland and Labrador,270
1002012,Lamaline,Town,Newfoundland and Labrador,267
1007037,Traytown,Town,Newfoundland and Labrador,267
1007054,Greenspond,Town,Newfoundland and Labrador,266
1003014,"Division No.  3, Subd. D",Subdivision of unorganized,Newfoundland and Labrador,262
1008040,Baytona,Town,Newfoundland and Labrador,262
1001281,Chance Cove,Town,Newfoundland and Labrador,256
1005028,Hughes Brook,Town,Newfoundland and Labrador,255
1009015,Daniel's Harbour,Town,Newfoundland and Labrador,253
1001228,St. Bride's,Town,Newfoundland and Labrador,252
1001254,Fox Harbour,Town,Newfoundland and Labrador,252
1002034,Parkers Cove,Town,Newfoundland and Labrador,248
1002001,"Division No.  2, Subd. E",Subdivision of unorganized,Newfoundland and Labrador,246
1002033,Rushoon,Town,Newfoundland and Labrador,245
1008075,Fleur de Lys,Town,Newfoundland and Labrador,244
1009028,Main Brook,Town,Newfoundland and Labrador,243
1003010,Seal Cove (Fortune Bay),Town,Newfoundland and Labrador,242
1002027,Bay L'Argent,Town,Newfoundland and Labrador,241
1009020,St. Pauls,Town,Newfoundland and Labrador,238
1002030,Grand le Pierre,Town,Newfoundland and Labrador,235
1001174,Gaskiers-Point La Haye,Town,Newfoundland and Labrador,232
1002014,Point May,Town,Newfoundland and Labrador,231
1007038,"Division No.  7, Subd. D",Subdivision of unorganized,Newfoundland and Labrador,230
1007043,Sandringham,Town,Newfoundland and Labrador,229
1001219,Branch,Town,Newfoundland and Labrador,228
1001274,Come By Chance,Town,Newfoundland and Labrador,228
1002022,"Division No.  2, Subd. D",Subdivision of unorganized,Newfoundland and Labrador,226
1009030,Glenburnie-Birchy Head-Shoal Brook,Town,Newfoundland and Labrador,224
1005007,"Division No.  5, Subd. E",Subdivision of unorganized,Newfoundland and Labrador,216
1008026,"Division No.  8, Subd. I",Subdivision of unorganized,Newfoundland and Labrador,216
1010004,L'Anse-au-Clair,Town,Newfoundland and Labrador,216
1009048,River of Ponds,Town,Newfoundland and Labrador,215
1001316,Heart's Desire,Town,Newfoundland and Labrador,213
1008024,Change Islands,Town,Newfoundland and Labrador,208
1005006,Howley,Town,Newfoundland and Labrador,205
1007041,Happy Adventure,Town,Newfoundland and Labrador,200
1008093,Westport,Town,Newfoundland and Labrador,195
1006008,"Division No.  6, Subd. E",Subdivision of unorganized,Newfoundland and Labrador,194
1010010,St. Lewis,Town,Newfoundland and Labrador,194
1003005,Pool's Cove,Town,Newfoundland and Labrador,193
1008096,Woodstock,Town,Newfoundland and Labrador,190
1002037,Red Harbour,Town,Newfoundland and Labrador,189
1008055,Brighton,Town,Newfoundland and Labrador,188
1001328,New Perlican,Town,Newfoundland and Labrador,186
1001181,Riverhead,Town,Newfoundland and Labrador,185
1001263,Long Harbour-Mount Arlington Heights,Town,Newfoundland and Labrador,185
1009026,Bird Cove,Town,Newfoundland and Labrador,179
1002016,"Division No.  2, Subd. H",Subdivision of unorganized,Newfoundland and Labrador,178
1008029,Crow Head,Town,Newfoundland and Labrador,177
1009035,Raleigh,Town,Newfoundland and Labrador,177
1011015,Postville,Town,Newfoundland and Labrador,177
1007067,Indian Bay,Town,Newfoundland and Labrador,175
1009039,Goose Cove East,Town,Newfoundland and Labrador,174
1009008,Conche,Town,Newfoundland and Labrador,170
1002017,Frenchman's Cove,Town,Newfoundland and Labrador,169
1007015,Trinity (Trinity Bay),Town,Newfoundland and Labrador,169
1010003,Red Bay,Town,Newfoundland and Labrador,169
1008056,Lushes Bight-Beaumont-Beaumont North,Town,Newfoundland and Labrador,168
1008078,Pacquet,Town,Newfoundland and Labrador,164
1002013,Lord's Cove,Town,Newfoundland and Labrador,162
1009041,"Division No.  9, Subd. H",Subdivision of unorganized,Newfoundland and Labrador,159
